# xmax:75.6144
3.27388e-11	4.8909e-11	7.27719e-11	1.07841e-10	1.59168e-10	2.33978e-10	3.42563e-10	4.99522e-10	7.25466e-10	1.04937e-09	1.51177e-09	2.16916e-09	3.09989e-09	4.41213e-09	6.25458e-09	8.83072e-09	1.24177e-08	1.73915e-08	2.42593e-08	3.3703e-08	4.66344e-08	6.42676e-08	8.82117e-08	1.20589e-07	1.64187e-07	2.22646e-07	3.00706e-07	4.04497e-07	5.41922e-07	7.23114e-07	9.61002e-07	1.27201e-06	1.67689e-06	2.20174e-06	2.87922e-06	3.75001e-06	4.8645e-06	6.2848e-06	8.08711e-06	1.03644e-05	1.32294e-05	1.68184e-05	2.12951e-05	2.68547e-05	3.37295e-05	4.21936e-05	5.25693e-05	6.52327e-05	8.06208e-05	9.92376e-05	0.000121662	0.000148552	0.000180656	0.000218813	0.000263962	0.000317146	0.000379511	0.000452311	0.000536906	0.000634757	0.000747419	0.000876535	0.00102382	0.00119103	0.00137998	0.00159246	0.00183026	0.00209511	0.00238862	0.00271229	0.00306742	0.00345507	0.00387606	0.00433083	0.00481947	0.00534166	0.00589659	0.00648296	0.00709894	0.00774216	0.00840967	0.00909794	0.00980293	0.01052	0.0112441	0.0119696	0.0126907	0.013401	0.0140941	0.0147634	0.0154022	0.0160039	0.0165622	0.017071	0.0175246	0.0179177	0.018246	0.0185054	0.018693	0.0188065	0.0188445	
3.27124e-11	4.88696e-11	7.27132e-11	1.07754e-10	1.5904e-10	2.33789e-10	3.42287e-10	4.9912e-10	7.24881e-10	1.04852e-09	1.51055e-09	2.16741e-09	3.09739e-09	4.40857e-09	6.24954e-09	8.8236e-09	1.24077e-08	1.73774e-08	2.42397e-08	3.36758e-08	4.65968e-08	6.42158e-08	8.81405e-08	1.20492e-07	1.64054e-07	2.22467e-07	3.00463e-07	4.04171e-07	5.41485e-07	7.22531e-07	9.60227e-07	1.27098e-06	1.67553e-06	2.19996e-06	2.8769e-06	3.74699e-06	4.86058e-06	6.27973e-06	8.08058e-06	1.0356e-05	1.32187e-05	1.68049e-05	2.12779e-05	2.6833e-05	3.37023e-05	4.21596e-05	5.25269e-05	6.51801e-05	8.05557e-05	9.91575e-05	0.000121563	0.000148432	0.00018051	0.000218636	0.000263749	0.00031689	0.000379205	0.000451946	0.000536473	0.000634245	0.000746816	0.000875828	0.00102299	0.00119007	0.00137886	0.00159118	0.00182879	0.00209342	0.00238669	0.0027101	0.00306494	0.00345229	0.00387293	0.00432733	0.00481559	0.00533735	0.00589183	0.00647773	0.00709322	0.00773592	0.00840288	0.00909061	0.00979502	0.0105115	0.011235	0.01196	0.0126805	0.0133902	0.0140828	0.0147515	0.0153898	0.015991	0.0165489	0.0170572	0.0175104	0.0179033	0.0182313	0.0184905	0.0186779	0.0187913	0.0188293	
3.26333e-11	4.87514e-11	7.25374e-11	1.07494e-10	1.58655e-10	2.33224e-10	3.41459e-10	4.97913e-10	7.23129e-10	1.04599e-09	1.5069e-09	2.16217e-09	3.0899e-09	4.39791e-09	6.23443e-09	8.80227e-09	1.23777e-08	1.73354e-08	2.41811e-08	3.35944e-08	4.64841e-08	6.40605e-08	8.79274e-08	1.20201e-07	1.63658e-07	2.21929e-07	2.99737e-07	4.03194e-07	5.40176e-07	7.20784e-07	9.57906e-07	1.26791e-06	1.67148e-06	2.19464e-06	2.86994e-06	3.73793e-06	4.84882e-06	6.26455e-06	8.06105e-06	1.0331e-05	1.31868e-05	1.67642e-05	2.12264e-05	2.67682e-05	3.36208e-05	4.20577e-05	5.23999e-05	6.50226e-05	8.0361e-05	9.89178e-05	0.00012127	0.000148073	0.000180074	0.000218108	0.000263112	0.000316124	0.000378288	0.000450854	0.000535176	0.000632711	0.000745011	0.000873711	0.00102052	0.00118719	0.00137553	0.00158733	0.00182437	0.00208836	0.00238092	0.00270355	0.00305753	0.00344394	0.00386357	0.00431687	0.00480394	0.00532445	0.00587759	0.00646207	0.00707607	0.00771722	0.00838257	0.00906863	0.00977134	0.0104861	0.0112079	0.0119311	0.0126498	0.0133578	0.0140487	0.0147158	0.0153526	0.0159524	0.0165089	0.017016	0.0174681	0.01786	0.0181872	0.0184458	0.0186328	0.0187459	0.0187837	
3.25019e-11	4.85552e-11	7.22453e-11	1.07061e-10	1.58017e-10	2.32285e-10	3.40085e-10	4.95908e-10	7.20217e-10	1.04177e-09	1.50083e-09	2.15347e-09	3.07746e-09	4.3802e-09	6.20933e-09	8.76683e-09	1.23279e-08	1.72656e-08	2.40838e-08	3.34591e-08	4.6297e-08	6.38026e-08	8.75734e-08	1.19717e-07	1.62999e-07	2.21035e-07	2.9853e-07	4.0157e-07	5.38001e-07	7.17882e-07	9.54049e-07	1.26281e-06	1.66475e-06	2.18581e-06	2.85839e-06	3.72288e-06	4.8293e-06	6.23933e-06	8.02859e-06	1.02894e-05	1.31337e-05	1.66967e-05	2.1141e-05	2.66604e-05	3.34854e-05	4.18884e-05	5.2189e-05	6.47608e-05	8.00375e-05	9.85196e-05	0.000120781	0.000147477	0.000179349	0.00021723	0.000262053	0.000314851	0.000376765	0.000449039	0.000533021	0.000630164	0.000742012	0.000870193	0.00101641	0.00118241	0.00136999	0.00158094	0.00181702	0.00207995	0.00237134	0.00269267	0.00304522	0.00343008	0.00384801	0.00429949	0.0047846	0.00530301	0.00585392	0.00643605	0.00704758	0.00768615	0.00834882	0.00903212	0.009732	0.0104439	0.0111627	0.011883	0.0125989	0.0133041	0.0139921	0.0146566	0.0152907	0.0158881	0.0164424	0.0169475	0.0173978	0.0177881	0.018114	0.0183716	0.0185578	0.0186704	0.0187081	
3.23189e-11	4.82817e-11	7.18385e-11	1.06458e-10	1.57127e-10	2.30977e-10	3.38169e-10	4.93115e-10	7.16161e-10	1.03591e-09	1.49238e-09	2.14134e-09	3.06013e-09	4.35554e-09	6.17436e-09	8.71746e-09	1.22585e-08	1.71684e-08	2.39481e-08	3.32707e-08	4.60362e-08	6.34433e-08	8.70802e-08	1.19042e-07	1.62081e-07	2.19791e-07	2.96849e-07	3.99309e-07	5.34971e-07	7.13839e-07	9.48676e-07	1.25569e-06	1.65538e-06	2.1735e-06	2.84229e-06	3.70191e-06	4.8021e-06	6.20419e-06	7.98338e-06	1.02314e-05	1.30597e-05	1.66027e-05	2.10219e-05	2.65103e-05	3.32969e-05	4.16525e-05	5.1895e-05	6.4396e-05	7.95867e-05	9.79647e-05	0.000120101	0.000146647	0.000178339	0.000216006	0.000260577	0.000313078	0.000374643	0.00044651	0.000530019	0.000626615	0.000737833	0.000865292	0.00101068	0.00117575	0.00136228	0.00157204	0.00180679	0.00206824	0.00235798	0.0026775	0.00302807	0.00341076	0.00382634	0.00427528	0.00475766	0.00527314	0.00582095	0.00639981	0.00700789	0.00764286	0.0083018	0.00898125	0.00967719	0.0103851	0.0110999	0.0118161	0.0125279	0.0132291	0.0139133	0.014574	0.0152046	0.0157987	0.0163498	0.016852	0.0172998	0.0176879	0.018012	0.0182681	0.0184533	0.0185653	0.0186028	
3.2085e-11	4.79324e-11	7.13187e-11	1.05688e-10	1.5599e-10	2.29305e-10	3.35723e-10	4.89548e-10	7.1098e-10	1.02841e-09	1.48158e-09	2.12585e-09	3.03799e-09	4.32402e-09	6.12968e-09	8.65438e-09	1.21698e-08	1.70442e-08	2.37749e-08	3.303e-08	4.57031e-08	6.29843e-08	8.64502e-08	1.18181e-07	1.60908e-07	2.182e-07	2.94701e-07	3.9642e-07	5.31101e-07	7.08674e-07	9.41812e-07	1.24661e-06	1.6434e-06	2.15777e-06	2.82173e-06	3.67513e-06	4.76736e-06	6.1593e-06	7.92562e-06	1.01574e-05	1.29652e-05	1.64826e-05	2.08698e-05	2.63184e-05	3.30559e-05	4.13511e-05	5.15196e-05	6.39301e-05	7.90109e-05	9.72559e-05	0.000119232	0.000145586	0.000177048	0.000214443	0.000258691	0.000310813	0.000371932	0.000443279	0.000526185	0.000622081	0.000732494	0.000859032	0.00100337	0.00116725	0.00135242	0.00156066	0.00179372	0.00205327	0.00234092	0.00265813	0.00300616	0.00338608	0.00379866	0.00424435	0.00472323	0.00523499	0.00577884	0.0063535	0.00695719	0.00758756	0.00824174	0.00891627	0.00960717	0.0103099	0.0110196	0.0117306	0.0124373	0.0131334	0.0138127	0.0144686	0.0150946	0.0156844	0.0162315	0.0167301	0.0171746	0.0175599	0.0178816	0.0181359	0.0183197	0.0184309	0.0184682	
3.18015e-11	4.75088e-11	7.06885e-11	1.04754e-10	1.54611e-10	2.27279e-10	3.32756e-10	4.85222e-10	7.04697e-10	1.01933e-09	1.46849e-09	2.10706e-09	3.01114e-09	4.28582e-09	6.07552e-09	8.57791e-09	1.20622e-08	1.68936e-08	2.35648e-08	3.27381e-08	4.52993e-08	6.24277e-08	8.56863e-08	1.17137e-07	1.59486e-07	2.16272e-07	2.92097e-07	3.92917e-07	5.26408e-07	7.02412e-07	9.3349e-07	1.23559e-06	1.62888e-06	2.1387e-06	2.79679e-06	3.64265e-06	4.72524e-06	6.10488e-06	7.85559e-06	1.00676e-05	1.28507e-05	1.63369e-05	2.06854e-05	2.60859e-05	3.27639e-05	4.09857e-05	5.10643e-05	6.33652e-05	7.83127e-05	9.63966e-05	0.000118179	0.000144299	0.000175484	0.000212549	0.000256406	0.000308067	0.000368646	0.000439362	0.000521535	0.000616585	0.000726022	0.000851441	0.000994506	0.00115693	0.00134047	0.00154687	0.00177787	0.00203513	0.00232024	0.00263464	0.0029796	0.00335616	0.00376509	0.00420684	0.0046815	0.00518874	0.00572778	0.00629736	0.00689571	0.00752052	0.00816891	0.00883749	0.00952228	0.0102188	0.0109222	0.011627	0.0123274	0.0130174	0.0136906	0.0143407	0.0149612	0.0155458	0.0160881	0.0165823	0.0170229	0.0174048	0.0177236	0.0179757	0.0181579	0.0182681	0.018305	
3.14697e-11	4.70131e-11	6.99509e-11	1.03661e-10	1.52998e-10	2.24908e-10	3.29284e-10	4.80159e-10	6.97345e-10	1.00869e-09	1.45317e-09	2.08508e-09	2.97972e-09	4.2411e-09	6.01213e-09	8.48841e-09	1.19364e-08	1.67173e-08	2.33189e-08	3.23965e-08	4.48267e-08	6.17764e-08	8.47923e-08	1.15915e-07	1.57822e-07	2.14016e-07	2.89049e-07	3.88817e-07	5.20915e-07	6.95083e-07	9.2375e-07	1.2227e-06	1.61188e-06	2.11639e-06	2.76761e-06	3.60465e-06	4.67593e-06	6.04118e-06	7.77362e-06	9.9626e-06	1.27166e-05	1.61665e-05	2.04696e-05	2.58137e-05	3.2422e-05	4.05581e-05	5.05315e-05	6.27041e-05	7.74956e-05	9.53908e-05	0.000116946	0.000142794	0.000173653	0.000210331	0.00025373	0.000304852	0.0003648	0.000434778	0.000516094	0.000610151	0.000718447	0.000842557	0.00098413	0.00114486	0.00132648	0.00153073	0.00175932	0.00201389	0.00229603	0.00260715	0.00294851	0.00332114	0.00372581	0.00416295	0.00463265	0.0051346	0.00566801	0.00623166	0.00682376	0.00744205	0.00808368	0.00874527	0.00942293	0.0101122	0.0108082	0.0115056	0.0121988	0.0128815	0.0135478	0.0141911	0.0148051	0.0153836	0.0159202	0.0164093	0.0168452	0.0172232	0.0175387	0.0177881	0.0179684	0.0180775	0.018114	
3.10911e-11	4.64476e-11	6.91095e-11	1.02414e-10	1.51158e-10	2.22202e-10	3.25323e-10	4.74383e-10	6.88956e-10	9.96556e-10	1.43569e-09	2.05999e-09	2.94388e-09	4.19008e-09	5.93981e-09	8.3863e-09	1.17928e-08	1.65162e-08	2.30384e-08	3.20068e-08	4.42874e-08	6.10332e-08	8.37722e-08	1.1452e-07	1.55924e-07	2.11441e-07	2.85572e-07	3.8414e-07	5.14649e-07	6.86722e-07	9.12638e-07	1.20799e-06	1.59249e-06	2.09093e-06	2.73432e-06	3.56128e-06	4.61968e-06	5.96851e-06	7.68011e-06	9.84276e-06	1.25636e-05	1.5972e-05	2.02233e-05	2.55032e-05	3.2032e-05	4.00702e-05	4.99237e-05	6.19498e-05	7.65634e-05	9.42433e-05	0.000115539	0.000141076	0.000171564	0.000207801	0.000250678	0.000301185	0.000360411	0.000429548	0.000509885	0.000602811	0.000709804	0.000832422	0.000972291	0.00113109	0.00131053	0.00151232	0.00173815	0.00198967	0.00226841	0.00257579	0.00291304	0.00328119	0.00368099	0.00411287	0.00457692	0.00507283	0.00559983	0.00615669	0.00674168	0.00735252	0.00798643	0.00864007	0.00930957	0.00999057	0.0106782	0.0113672	0.012052	0.0127266	0.0133848	0.0140204	0.014627	0.0151985	0.0157287	0.0162119	0.0166426	0.017016	0.0173277	0.0175741	0.0177523	0.01786	0.0178961	
3.06676e-11	4.58148e-11	6.8168e-11	1.01019e-10	1.49099e-10	2.19175e-10	3.20891e-10	4.67921e-10	6.7957e-10	9.8298e-10	1.41613e-09	2.03193e-09	2.90378e-09	4.133e-09	5.85889e-09	8.27206e-09	1.16321e-08	1.62912e-08	2.27246e-08	3.15708e-08	4.36841e-08	6.02018e-08	8.2631e-08	1.1296e-07	1.538e-07	2.08561e-07	2.81682e-07	3.78907e-07	5.07638e-07	6.77367e-07	9.00205e-07	1.19154e-06	1.5708e-06	2.06245e-06	2.69707e-06	3.51277e-06	4.55675e-06	5.8872e-06	7.57548e-06	9.70867e-06	1.23925e-05	1.57544e-05	1.99479e-05	2.51558e-05	3.15956e-05	3.95243e-05	4.92436e-05	6.11059e-05	7.55204e-05	9.29594e-05	0.000113965	0.000139154	0.000169227	0.00020497	0.000247263	0.000297082	0.000355501	0.000423696	0.000502939	0.000594599	0.000700135	0.000821082	0.000959046	0.00111568	0.00129267	0.00149172	0.00171447	0.00196256	0.00223751	0.0025407	0.00287336	0.00323649	0.00363084	0.00405684	0.00451457	0.00500372	0.00552354	0.00607282	0.00664984	0.00725236	0.00787764	0.00852237	0.00918275	0.00985447	0.0105327	0.0112124	0.0118878	0.0125532	0.0132025	0.0138294	0.0144278	0.0149915	0.0155144	0.015991	0.0164159	0.0167842	0.0170917	0.0173347	0.0175104	0.0176167	0.0176523	
