6.999959932317838529e+00 8.999941257863490307e+00 1.199999579553699292e+01 1.999977114933612654e+01 4.001284879252538218e+01 4.001284879252329318e+01 1.999977114933616562e+01 1.199999579553732687e+01 8.999941257863275368e+00 6.999959932317236344e+00
5.046916801682577614e+00 8.156294375064835123e+00 1.077201248415062906e+01 1.937391147555212711e+01 3.967191642091385262e+01 3.967191642091385262e+01 1.937391147556108706e+01 1.077201248415018142e+01 8.156294375067036029e+00 5.046916801683456022e+00
3.634475321055732788e+00 6.482070113108747478e+00 9.283338690449232544e+00 1.479321951239044175e+01 3.690538003921500376e+01 3.690538003921441401e+01 1.479321951239117716e+01 9.283338690448807995e+00 6.482070113109122289e+00 3.634475321055063102e+00
3.813511849128368159e+00 1.268248175847070502e+00 4.687736513345279299e+00 4.687709419851813664e+00 1.863316537887626723e+01 1.863316537887688895e+01 4.687709419852105874e+00 4.687736513340981404e+00 1.268248175846519832e+00 3.813511849126859143e+00
8.585204393507970266e-01 3.606017188838739340e+00 1.184430625781336621e+00 2.501946710465012380e+00 1.099881808672099304e+01 1.099881808671987393e+01 2.501946710464956869e+00 1.184430625781272450e+00 3.606017188842480348e+00 8.585204393502189335e-01
5.513311257704832657e-01 6.892136053616343405e-01 9.635912212168230573e-01 1.992132195763955282e+00 6.165725261136658197e+00 6.165725261137207092e+00 1.992132195763978597e+00 9.635912212164029489e-01 6.892136053611951363e-01 5.513311257705022506e-01
9.114602385301845411e-01 9.756388708075862670e-01 8.219192105397876702e-01 7.083341624044329210e-01 3.864703274234307706e+00 3.864703274233364461e+00 7.083341624046016749e-01 8.219192105396320169e-01 9.756388708068802762e-01 9.114602385301481258e-01
5.085339360755828375e-01 5.912703239909660180e-01 6.692843005432139725e-01 4.026884278476494661e-01 1.939534274962179783e+00 1.939534274962260829e+00 4.026884278476028367e-01 6.692843005433665171e-01 5.912703239910221953e-01 5.085339360756798710e-01
2.869045771531733013e-01 6.920736062873775740e-01 7.359233078967739594e-01 5.701688558039998966e-01 9.574925575920431031e-01 9.574925575919153165e-01 5.701688558037047994e-01 7.359233078967132302e-01 6.920736062873030781e-01 2.869045771534108336e-01
8.718468553558478273e-02 2.098861728229850787e-01 3.438296250354218597e-01 6.276009351005449322e-01 8.990907441917720400e-01 8.990907441915857445e-01 6.276009351008583481e-01 3.438296250355671879e-01 2.098861728230679291e-01 8.718468553558521295e-02
5.587637210766721596e-01 3.538592157553644736e-03 1.183259795749607851e-01 4.288426737742141448e-01 9.800723070927889191e-01 9.800723070927929159e-01 4.288426737743984973e-01 1.183259795745437021e-01 3.538592157548770597e-03 5.587637210786107200e-01
5.203503330962706563e-01 6.832340811492233490e-01 9.980873794397879806e-01 8.242757030208931468e-01 9.997485395128621333e-01 9.997485395129285246e-01 8.242757030206583346e-01 9.980873794399428567e-01 6.832340811538986092e-01 5.203503330974137420e-01
1.875700254590703109e-01 3.096497452533162331e-01 9.231928748886899516e-01 9.507662295668365404e-01 1.970034062247193463e+00 1.970034062247188578e+00 9.507662295668716235e-01 9.231928748881395030e-01 3.096497452532978034e-01 1.875700254591610161e-01
3.033857013653319945e-01 9.908883371668197881e-01 7.752008791340583294e-01 9.399866254024481504e-01 3.025629611074556191e+00 3.025629611073123559e+00 9.399866254023541146e-01 7.752008791340870841e-01 9.908883371667952522e-01 3.033857013652700996e-01
2.647978923763100179e-01 3.723528700553812021e-01 9.321064654961885854e-01 1.059090376373273967e+00 4.778257521164248622e+00 4.778257521164201549e+00 1.059090376373513331e+00 9.321064654960676821e-01 3.723528700554317172e-01 2.647978923763296688e-01
5.466824493296340570e-01 1.219210493769284226e-01 3.830914053534395514e-01 1.503229990836329133e+00 5.066568320766697830e+00 5.066568320767443900e+00 1.503229990835241781e+00 3.830914053535340869e-01 1.219210493768577430e-01 5.466824493297308685e-01
4.843980553660008903e-01 7.260231187298371580e-01 1.061164662425945204e+00 2.536026720660663702e+00 4.812226378393607007e+00 4.812226378393090087e+00 2.536026720660476297e+00 1.061164662424963989e+00 7.260231187296267708e-01 4.843980553666554778e-01
5.048769901143245198e-01 1.022749230050943536e+00 1.001111575186771629e+00 1.059700879739563506e+00 5.440706547054536379e+00 5.440706547055111919e+00 1.059700879739228441e+00 1.001111575187046299e+00 1.022749230051366753e+00 5.048769901143345118e-01
1.259025831229958481e-01 4.782217397954057758e-01 1.203749573535460859e+00 8.415330577659729805e-01 6.361872424894255751e+00 6.361872424893984856e+00 8.415330577660710132e-01 1.203749573535343842e+00 4.782217397952608362e-01 1.259025831229744208e-01
9.675285193178004839e-01 1.174659393707534027e+00 1.622745300003065383e+00 2.510628354763957404e+00 5.962702849812132833e+00 5.962702849812501427e+00 2.510628354763091874e+00 1.622745300003139990e+00 1.174659393708269883e+00 9.675285193173899234e-01
