3.412193668802689217e+01 3.533451556890670275e+01 3.642755750859992503e+01 3.926214437970828186e+01 4.116469487878318034e+01 3.592904173797134604e+01 3.015103005777508827e+01 2.423298747646849094e+01 1.905910817509789723e+01 1.476286756145706391e+01 1.077722367913607115e+01 6.076463320041287197e+00 1.897757733810720771e+00 1.537961945307903200e+00 1.632568815233257142e+00 1.657816025863216192e+00 5.603939022877356457e+00 1.054226656280584962e+01 1.479417517502488266e+01 2.029145253889165801e+01 2.573879529096876695e+01 2.946246588633990982e+01 3.589691523630341408e+01 4.068651194655284797e+01 3.944329094303404304e+01 3.762466374274915637e+01 3.562907779415251497e+01 3.335749771802163366e+01 3.157376506147682349e+01 2.912552592466683876e+01
3.411695336900076114e+01 3.575253674538155479e+01 3.643285339667836809e+01 3.912193388791541082e+01 4.125015173314739769e+01 3.618141547528674096e+01 3.006416318882810401e+01 2.478364691902229566e+01 1.905547127999481205e+01 1.482502009653751074e+01 1.087390342028255041e+01 6.217211522725116346e+00 1.985362904682723251e+00 1.458482191187618904e+00 1.674596588982519840e+00 1.010954742287814900e+00 5.726793514987675415e+00 1.020722781584750827e+01 1.437258417437149838e+01 1.979054254381640732e+01 2.543738593830416050e+01 3.027554018677379943e+01 3.580822556553731317e+01 4.078658755569156114e+01 3.926192727207607192e+01 3.771258980006883377e+01 3.571419372464018238e+01 3.349205154064168966e+01 3.152697637589421831e+01 2.939412301990969567e+01
3.477397984022593391e+01 3.602603059022160181e+01 3.747918513841239019e+01 3.942041768564262583e+01 4.082116303405371127e+01 3.682612370386225820e+01 3.011300364406612573e+01 2.509869582516296305e+01 1.916856499320308060e+01 1.482953804233740769e+01 1.079768595368987150e+01 6.427061768132210418e+00 2.087319402529991041e+00 1.387281258160828035e+00 1.601231882708013643e+00 1.776216275012995283e+00 5.628466070363002061e+00 9.718398434444887712e+00 1.424408453941203412e+01 2.005331042313432732e+01 2.581387563341045777e+01 3.022574566068398383e+01 3.590443060670594377e+01 4.087931675953804245e+01 3.924743189457259263e+01 3.770866475447502353e+01 3.576780560792589370e+01 3.369302999651630159e+01 3.145292948534999056e+01 2.958646617170237647e+01
3.487235112200478682e+01 3.629211209180424902e+01 3.778678714879762879e+01 3.879158187599583130e+01 4.073416624061020741e+01 3.735126577025124561e+01 3.054306492745212509e+01 2.525297015161423886e+01 1.951625412876207477e+01 1.484973397410092311e+01 1.074457642917532496e+01 6.725922677354719603e+00 2.206595240829524851e+00 1.327112736554459937e+00 1.500972681478777382e+00 1.325590326264279639e+00 5.815300736942829118e+00 1.001431200996487014e+01 1.470661401190739781e+01 2.002383518738612622e+01 2.569475548092222539e+01 3.038615187162160325e+01 3.622806569803164933e+01 4.090608647957400024e+01 3.932260825374947899e+01 3.757785412355489285e+01 3.583567880923510529e+01 3.391272968766275397e+01 3.141148337671389257e+01 2.970084101274919419e+01
3.420318546076200050e+01 3.657341032981437934e+01 3.775711456749078820e+01 3.892092305875404890e+01 4.027141414067249059e+01 3.814676673367952731e+01 3.130974122849967145e+01 2.541592225240747283e+01 2.001237404995634250e+01 1.492066582918609186e+01 1.076943501476954523e+01 7.072102172573900170e+00 2.344867045973997310e+00 1.279078165125673072e+00 1.434717858672512447e+00 1.447135910447818086e+00 5.639825076631940881e+00 9.959221530202725603e+00 1.492837447685396413e+01 1.939902452650076370e+01 2.603373969043303759e+01 3.022369567415535840e+01 3.669774566140020511e+01 4.094783751436697372e+01 3.943910207108805110e+01 3.750353552691880310e+01 3.591222763869470214e+01 3.409148357376698613e+01 3.150689423382386067e+01 2.977345828646201653e+01
3.336871747387810672e+01 3.576324776682873363e+01 3.804047541218792361e+01 3.897961968884247597e+01 4.103887074350612352e+01 3.837512961014702739e+01 3.178888511608731093e+01 2.561699232948825156e+01 2.047140081101019504e+01 1.512131003579202826e+01 1.088996864759364769e+01 7.377538834627510589e+00 2.501488548536292988e+00 1.243060763956939097e+00 1.247426933203513943e+00 1.502567149418455372e+00 5.574195642603849699e+00 9.979251063490027107e+00 1.480713846404567491e+01 1.954211638305205767e+01 2.537614387818305772e+01 2.973971441142129635e+01 3.684584322563690506e+01 4.127181053907856523e+01 3.956447331814001700e+01 3.761425307708159238e+01 3.596923178087877915e+01 3.413176676707431056e+01 3.175385745957494876e+01 2.981408209285913813e+01
3.353584759853504949e+01 3.530711270734614260e+01 3.753587781602978168e+01 3.914820978993112277e+01 4.090972597749464512e+01 3.890031236601253539e+01 3.210403548638517179e+01 2.591003326239335181e+01 2.069509662313525311e+01 1.568996074800238638e+01 1.110132860427923518e+01 7.587273579867936490e+00 2.672739161295964117e+00 1.218216237573134908e+00 1.031742102669506167e+00 1.412448119179547046e+00 5.324262749472158163e+00 9.736958178374543138e+00 1.367500354861096667e+01 1.927299178570059368e+01 2.478119289974063477e+01 2.939730795411615460e+01 3.695500515633380445e+01 4.168178512491343213e+01 3.958570719544255212e+01 3.783291983095873690e+01 3.594510280396934121e+01 3.411245503198410489e+01 3.199492373731778372e+01 2.980552588632088984e+01
3.408651523645285408e+01 3.551019806015270319e+01 3.769629070922565717e+01 3.923107297343105415e+01 4.000763108966634718e+01 3.928408072388275940e+01 3.237970677485516546e+01 2.633845329946743163e+01 2.073556918063845345e+01 1.617570795525981708e+01 1.132291103563597012e+01 7.707285847211751140e+00 2.852108943469319868e+00 1.203356479949669655e+00 1.149650345799156703e+00 1.305761831533250428e+00 5.597905176386595016e+00 1.030381737085365401e+01 1.521382356091610077e+01 2.006780202628961618e+01 2.549113742222826318e+01 2.965495652627607015e+01 3.680884928806982259e+01 4.192441442141198138e+01 3.982454365660095874e+01 3.804657481886449233e+01 3.588605132363344552e+01 3.409368930372462358e+01 3.217395031621977353e+01 2.973088896577107576e+01
3.391058685302298414e+01 3.514383109981415032e+01 3.776435183110219640e+01 3.918184963806235999e+01 4.041335866582348046e+01 4.057257426218425422e+01 3.259741304051367194e+01 2.644974885092312533e+01 2.075333903015328119e+01 1.637303751164168375e+01 1.149176800470574733e+01 7.778695506058254772e+00 3.032102435806760088e+00 1.197202167875613510e+00 8.085562122033497223e-01 1.255765726511940183e+00 5.485751977894430809e+00 1.059993533682043143e+01 1.441897659394530606e+01 1.968413291919276276e+01 2.566318153916514788e+01 3.030433533208331909e+01 3.685521229959201150e+01 4.172383283994614089e+01 4.011880294592244667e+01 3.812645958698677617e+01 3.596007945530194405e+01 3.408178325498727190e+01 3.233713535032099173e+01 2.966179448119383011e+01
3.387509817059108741e+01 3.540903879688180211e+01 3.775911630526829299e+01 3.939407225369185284e+01 4.079930939311391569e+01 4.136211395434658300e+01 3.297046696541582378e+01 2.638858160406386233e+01 2.080053057993790233e+01 1.646076738169410802e+01 1.179477590282392185e+01 7.849286584605019712e+00 3.206954640929005507e+00 1.198535457640521384e+00 9.363984223422037179e-01 1.705944364611551300e+00 4.982700946246611196e+00 1.029516038907950382e+01 1.438973271043930424e+01 1.918546585272851246e+01 2.586892804586163663e+01 3.020185451744569249e+01 3.679513744589979041e+01 4.144622835625396107e+01 4.032804275523333359e+01 3.818272774090614519e+01 3.616683214372955035e+01 3.408190905841599516e+01 3.241907497506196023e+01 2.981626479847517075e+01
3.400672653992558025e+01 3.595421475474653761e+01 3.689893861807506426e+01 3.915774861943769736e+01 4.060931978856594071e+01 4.219625102786102389e+01 3.329289809884308227e+01 2.634525891287019306e+01 2.092406804594312320e+01 1.651613841328721222e+01 1.223757728922854504e+01 7.959851126378597819e+00 3.374703660387130100e+00 1.206291409681813365e+00 9.499626871056799926e-01 1.620621780219104968e+00 5.510203725702099042e+00 9.781741900409624435e+00 1.525068051310978667e+01 1.967714556598814468e+01 2.512154682141447637e+01 3.039594964759160689e+01 3.665483729804314805e+01 4.138649346475335733e+01 4.038318211404678237e+01 3.836060534992713400e+01 3.637826482230951797e+01 3.412494341260268982e+01 3.239515265177622894e+01 3.011243880687161578e+01
3.462006814640432850e+01 3.639061170809727486e+01 3.687862677292842761e+01 3.933479019922130249e+01 4.153302243503717506e+01 4.227254076887709289e+01 3.325853422315280028e+01 2.654583279754011116e+01 2.123859729303248756e+01 1.656979371692384362e+01 1.225351851587804575e+01 8.145827866156562180e+00 3.537542049821414292e+00 1.219616853369908993e+00 8.943540675360470704e-01 1.679767151896300215e+00 5.147749647595802003e+00 9.670275344402110562e+00 1.533598453418064089e+01 1.969499465293615970e+01 2.561022714065200390e+01 2.983884039779086450e+01 3.668098988629422763e+01 4.144280152779406023e+01 4.015804056557364277e+01 3.853269459521667528e+01 3.648690303034302218e+01 3.427909599433157695e+01 3.233306789625026312e+01 3.037439415385841457e+01
3.495428717724004741e+01 3.595152562356651060e+01 3.727140185483128221e+01 3.898704149074202974e+01 4.121855118172157262e+01 4.149715871672258771e+01 3.380855305987988402e+01 2.702942012277262762e+01 2.175135098923704291e+01 1.665847470235817340e+01 1.224525298845058074e+01 8.436521186803229710e+00 3.700887737265647459e+00 1.237913240948928406e+00 1.753231344601224428e+00 1.735633682108431497e+00 5.032898054859382242e+00 9.900597277075386060e+00 1.485139931254703249e+01 2.010832720360283687e+01 2.555966859655121226e+01 3.078602263694180863e+01 3.660332816322848970e+01 4.148698872338535182e+01 4.001333707857342148e+01 3.865273216975171522e+01 3.656648487370789269e+01 3.451543780084698909e+01 3.225562563285669881e+01 3.054588601049677621e+01
